link_id,src,dst,width,lanes_in,lanes_out,link_code
216,237,239,0,2,0,0
217,239,238,0,2,0,0
218,240,241,0,2,0,0
219,241,242,0,2,0,0
220,242,243,0,2,0,0
221,243,244,0,2,0,0
222,244,245,0,2,0,0
223,245,246,0,2,0,0
224,246,247,0,2,0,0
225,238,240,0,2,0,0
226,248,249,0,2,0,0
227,249,250,0,2,0,0
228,250,251,0,2,0,0
229,251,252,0,2,0,0
230,252,253,0,2,0,0
231,253,254,0,2,0,0
232,254,5131,0,2,0,0
233,256,5132,0,2,0,0
234,257,258,0,4,0,0
235,258,259,0,4,0,0
236,259,260,0,4,0,0
237,260,261,0,4,0,0
238,261,262,0,4,0,0
239,262,263,0,4,0,0
240,263,264,0,4,0,0
241,264,265,0,4,0,0
242,265,266,0,4,0,0
243,266,267,0,4,0,0
244,267,268,0,4,0,0
245,268,269,0,4,0,0
246,269,270,0,4,0,0
247,270,271,0,4,0,0
248,271,272,0,4,0,0
249,272,273,0,4,0,0
250,274,275,0,4,0,0
251,275,276,0,4,0,0
252,276,277,0,4,0,0
253,277,278,0,4,0,0
254,278,279,0,4,0,0
255,279,280,0,4,0,0
256,280,281,0,4,0,0
257,281,282,0,4,0,0
258,282,283,0,4,0,0
259,283,284,0,4,0,0
260,284,285,0,4,0,0
261,286,287,0,4,0,0
262,287,288,0,4,0,0
263,285,286,0,4,0,0
264,289,290,0,4,0,0
265,288,289,0,4,0,0
266,290,291,0,4,0,0
267,292,293,0,4,0,0
268,293,294,0,4,0,0
269,294,295,0,4,0,0
270,291,292,0,4,0,0
271,296,297,0,4,0,0
272,297,298,0,4,0,0
273,298,299,0,4,0,0
274,299,300,0,4,0,0
275,300,301,0,4,0,0
276,295,296,0,4,0,0
277,302,303,0,4,0,0
278,303,304,0,4,0,0
279,304,305,0,4,0,0
280,305,306,0,4,0,0
281,306,307,0,4,0,0
282,307,308,0,4,0,0
283,308,309,0,4,0,0
284,309,310,0,4,0,0
285,310,311,0,4,0,0
286,311,312,0,4,0,0
287,312,313,0,4,0,0
288,313,314,0,4,0,0
289,301,302,0,4,0,0
290,315,316,0,4,0,0
291,316,317,0,4,0,0
292,317,318,0,4,0,0
293,318,319,0,4,0,0
294,319,320,0,4,0,0
295,320,321,0,4,0,0
296,321,322,0,4,0,0
297,322,323,0,4,0,0
298,323,324,0,4,0,0
299,324,325,0,4,0,0
300,325,326,0,4,0,0
301,314,315,0,4,0,0
302,327,328,0,4,0,0
303,328,329,0,4,0,0
304,329,330,0,4,0,0
305,330,331,0,4,0,0
306,331,332,0,4,0,0
307,332,333,0,4,0,0
308,333,334,0,4,0,0
309,334,335,0,4,0,0
310,335,336,0,4,0,0
311,336,337,0,4,0,0
312,337,338,0,4,0,0
313,338,339,0,4,0,0
314,339,340,0,4,0,0
315,340,341,0,4,0,0
316,341,342,0,4,0,0
317,342,345,0,1,0,16
318,344,346,0,1,0,16
319,345,344,0,1,0,16
320,346,343,0,1,0,0
321,347,348,0,2,0,0
322,348,349,0,2,0,0
323,349,350,0,2,0,0
324,350,351,0,2,0,0
325,352,353,0,1,0,0
326,353,354,0,1,0,0
327,354,355,0,1,0,0
328,355,356,0,1,0,0
329,356,357,0,1,0,0
330,357,358,0,1,0,0
331,358,359,0,1,0,0
332,359,360,0,2,0,0
333,360,347,0,2,0,0
334,361,362,0,2,0,0
335,362,363,0,2,0,0
336,363,364,0,2,0,0
337,364,365,0,2,0,0
338,365,366,0,2,0,0
339,366,367,0,2,0,0
340,367,368,0,2,0,0
341,368,369,0,2,0,0
342,370,371,0,2,0,0
343,371,372,0,2,0,0
344,372,373,0,2,0,0
345,373,374,0,2,0,0
346,374,375,0,2,0,0
347,375,376,0,2,0,0
348,376,377,0,2,0,0
349,377,378,0,2,0,0
350,378,379,0,2,0,0
351,379,380,0,2,0,0
352,380,381,0,2,0,0
353,381,382,0,2,0,0
354,382,383,0,2,0,0
355,383,384,0,2,0,0
356,384,385,0,2,0,0
357,385,386,0,2,0,0
358,386,387,0,2,0,0
359,369,370,0,2,0,0
360,388,390,0,1,0,16
361,387,388,0,2,0,0
362,390,389,0,1,0,16
363,391,392,0,1,0,0
364,392,393,0,1,0,0
365,393,394,0,1,0,0
366,394,395,0,1,0,0
367,395,417,0,1,0,0
368,397,398,0,1,0,0
369,398,399,0,1,0,0
370,399,400,0,1,0,0
371,400,222,0,1,0,0
372,326,327,0,4,0,0
373,247,248,0,2,0,0
374,157,158,0,2,0,0
375,179,180,0,3,0,0
376,2,28717,6,2,1,0
377,343,352,0,1,0,0
378,389,391,0,1,0,0
379,91,92,0,1,1,0
380,76,75,0,1,1,0
381,232,233,0,2,0,0
382,255,257,0,4,0,0
383,401,402,0,2,0,0
384,402,403,0,2,0,0
385,403,404,0,2,0,0
386,404,405,0,2,0,0
387,405,406,0,2,0,0
388,406,407,0,2,0,0
389,407,408,0,2,0,0
390,408,409,0,2,0,0
391,409,410,0,2,0,0
392,410,411,0,2,0,0
393,411,412,0,2,0,0
394,412,413,0,2,0,0
395,413,414,0,2,0,0
396,414,415,0,2,0,0
397,415,416,0,2,0,0
398,417,396,0,1,0,0
399,418,419,0,4,0,0
400,419,420,0,4,0,0
401,420,421,0,4,0,0
402,421,68081,0,4,0,0
403,422,423,0,4,0,0
404,423,424,0,4,0,0
405,424,425,0,4,0,0
406,425,426,0,4,0,0
407,426,427,0,4,0,0
408,428,429,0,4,0,0
409,429,430,0,4,0,0
410,430,431,0,4,0,0
411,431,432,0,4,0,0
412,432,433,0,4,0,0
413,433,434,0,4,0,0
414,434,435,0,4,0,0
415,436,437,0,4,0,0
416,437,438,0,4,0,0
417,438,439,0,4,0,0
418,439,440,0,4,0,0
419,440,441,0,4,0,0
420,441,442,0,4,0,0
421,442,443,0,4,0,0
422,443,444,0,4,0,0
423,444,445,0,4,0,0
424,445,446,0,4,0,0
425,446,447,0,4,0,0
426,447,448,0,4,0,0
427,449,450,0,4,0,0
428,450,451,0,4,0,0
429,451,452,0,4,0,0
430,452,453,0,4,0,0
431,448,449,0,4,0,0
432,454,455,0,4,0,0
433,455,456,0,4,0,0
434,456,457,0,4,0,0
435,457,458,0,4,0,0
436,458,459,0,4,0,0
437,459,460,0,4,0,0
438,460,461,0,4,0,0
439,461,462,0,4,0,0
440,463,464,0,4,0,0
441,464,465,0,4,0,0
442,465,466,0,4,0,0
443,466,467,0,4,0,0
444,467,468,0,4,0,0
445,462,463,0,4,0,0
446,469,470,0,4,0,0
447,468,469,0,4,0,0
448,471,472,0,4,0,0
449,472,473,0,4,0,0
450,473,474,0,4,0,0
451,470,471,0,4,0,0
452,475,476,0,4,0,0
453,476,477,0,4,0,0
454,477,478,0,4,0,0
455,478,479,0,4,0,0
456,479,480,0,4,0,0
457,480,481,0,4,0,0
458,481,482,0,4,0,0
459,482,483,0,4,0,0
460,483,484,0,4,0,0
461,484,485,0,4,0,0
462,486,487,0,2,0,0
463,487,488,0,2,0,0
464,488,489,0,2,0,0
465,489,490,0,2,0,0
466,490,491,0,2,0,0
467,491,492,0,2,0,0
468,493,494,0,2,0,0
469,494,495,0,2,0,0
470,495,496,0,2,0,0
471,496,497,0,2,0,0
472,497,498,0,2,0,0
473,498,499,0,2,0,0
474,499,500,0,2,0,0
475,500,501,0,2,0,0
476,501,37321,0,2,0,0
477,502,503,0,1,0,0
478,503,504,0,1,0,0
479,504,505,0,1,0,0
480,505,506,0,1,0,0
481,506,507,0,1,0,0
482,507,508,0,1,0,0
483,508,76580,0,1,0,0
484,509,76582,0,4,0,0
485,510,37322,0,1,0,0
486,427,428,0,4,0,0
487,511,512,0,4,0,0
488,512,513,0,4,0,0
489,513,514,0,4,0,0
490,514,515,0,4,0,0
491,515,516,0,4,0,0
492,516,517,0,4,0,0
493,517,518,0,4,0,0
494,518,519,0,4,0,0
495,519,520,0,4,0,0
496,520,521,0,4,0,0
497,521,522,0,4,0,0
498,522,523,0,4,0,0
499,523,524,0,4,0,0
500,524,525,0,4,0,0
501,525,526,0,4,0,0
502,526,527,0,4,0,0
503,527,528,0,4,0,0
504,528,61170,0,4,0,0
505,530,531,0,2,0,0
506,531,532,0,2,0,0
507,532,533,0,2,0,0
508,533,534,0,2,0,0
509,534,535,0,2,0,0
510,535,536,0,2,0,0
511,536,537,0,2,0,0
512,537,538,0,2,0,0
513,538,539,0,2,0,0
514,539,540,0,2,0,0
515,540,541,0,2,0,0
516,541,542,0,2,0,0
517,543,544,0,1,0,0
518,544,545,0,2,0,0
519,545,546,0,2,0,0
520,546,547,0,2,0,0
521,548,549,0,1,0,0
522,549,543,0,1,0,0
523,550,551,0,1,0,0
524,551,552,0,1,0,0
525,552,555,0,1,0,0
526,554,556,0,1,0,0
527,555,554,0,1,0,0
528,556,553,0,2,0,0
529,557,558,0,2,0,0
530,558,559,0,2,0,0
531,559,560,0,2,0,0
532,560,561,0,2,0,0
533,561,562,0,2,0,0
534,562,563,0,2,0,0
535,563,564,0,2,0,0
536,564,565,0,2,0,0
537,565,567,0,2,0,0
538,568,569,0,2,0,0
539,569,570,0,2,0,0
540,570,571,0,2,0,0
541,571,572,0,2,0,0
542,572,573,0,2,0,0
543,573,574,0,2,0,0
544,574,575,0,2,0,0
545,575,576,0,2,0,0
546,576,577,0,2,0,0
547,577,578,0,2,0,0
548,578,579,0,2,0,0
549,579,580,0,2,0,0
550,580,581,0,2,0,0
551,581,582,0,2,0,0
552,582,583,0,2,0,0
553,583,584,0,2,0,0
554,584,585,0,2,0,0
555,586,587,0,4,0,0
556,587,588,0,4,0,0
557,588,589,0,4,0,0
558,589,590,0,4,0,0
559,590,591,0,4,0,0
560,591,592,0,4,0,0
561,592,593,0,4,0,0
562,593,594,0,4,0,0
563,594,595,0,4,0,0
564,595,596,0,4,0,0
565,596,597,0,4,0,0
566,597,598,0,4,0,0
567,598,599,0,4,0,0
568,599,600,0,4,0,0
569,600,601,0,4,0,0
570,601,602,0,4,0,0
571,602,603,0,4,0,0
572,603,604,0,4,0,0
573,604,605,0,4,0,0
574,605,606,0,4,0,0
575,606,607,0,4,0,0
576,607,608,0,4,0,0
577,608,609,0,4,0,0
578,609,610,0,4,0,0
579,610,611,0,4,0,0
580,611,612,0,4,0,0
581,612,613,0,4,0,0
582,614,615,0,2,0,0
583,615,616,0,2,0,0
584,616,617,0,2,0,0
585,617,618,0,2,0,0
586,618,619,0,2,0,0
587,619,620,0,2,0,0
588,620,621,0,2,0,0
589,621,622,0,2,0,0
590,622,623,0,2,0,0
591,623,624,0,2,0,0
592,624,625,0,2,0,0
593,625,626,0,2,0,0
594,626,627,0,2,0,0
595,627,628,0,2,0,0
596,628,629,0,2,0,0
597,629,630,0,1,0,0
598,630,631,0,1,0,0
599,632,633,0,1,0,0
600,633,634,0,1,0,0
601,634,635,0,1,0,0
602,635,636,0,1,0,0
603,636,637,0,1,0,0
604,631,638,0,1,0,0
605,638,632,0,1,0,0
606,639,640,0,2,0,0
607,640,641,0,2,0,0
608,641,642,0,2,0,0
609,642,643,0,2,0,0
610,643,644,0,2,0,0
611,644,645,0,2,0,0
612,645,646,0,2,0,0
613,646,647,0,2,0,0
614,647,648,0,2,0,0
615,648,649,0,2,0,0
616,649,650,0,2,0,0
617,650,651,0,2,0,0
618,651,652,0,2,0,0
619,652,653,0,2,0,0
620,653,654,0,2,0,0
621,655,656,0,2,0,0
622,656,657,0,2,0,0
623,657,658,0,2,0,0
624,658,659,0,2,0,0
625,659,660,0,2,0,0
626,660,661,0,2,0,0
627,661,662,0,2,0,0
628,662,663,0,2,0,0
629,663,664,0,2,0,0
630,664,665,0,2,0,0
631,666,667,0,2,0,0
632,667,668,0,2,0,0
633,668,669,0,2,0,0
634,669,670,0,2,0,0
635,671,672,0,2,0,0
636,672,673,0,2,0,0
637,673,674,0,2,0,0
638,674,675,0,2,0,0
639,675,486,0,2,0,0
640,654,655,0,2,0,0
641,676,677,0,2,0,0
642,677,678,0,2,0,0
643,678,671,0,2,0,0
644,679,680,0,2,0,0
645,680,681,0,2,0,0
646,681,682,0,2,0,0
647,682,683,0,2,0,0
648,683,684,0,2,0,0
649,684,685,0,2,0,0
650,685,686,0,2,0,0
651,686,676,0,2,0,0
652,653,676,0,1,0,0
653,637,689,0,1,0,0
654,687,688,0,1,0,0
655,688,639,0,1,0,16
656,689,687,0,1,0,0
657,485,690,0,4,0,0
658,691,693,0,2,0,0
659,692,691,0,2,0,0
660,693,530,0,2,0,0
661,613,695,0,2,0,16
662,694,696,0,2,0,0
663,695,694,0,2,0,0
664,696,614,0,2,0,0
665,697,698,0,2,0,0
666,698,699,0,2,0,0
667,699,700,0,2,0,0
668,700,701,0,2,0,0
669,701,702,0,2,0,0
670,702,707,0,2,0,0
671,703,704,0,1,0,0
672,704,705,0,1,0,0
673,705,706,0,1,0,0
674,707,703,0,2,0,0
675,706,709,0,1,0,0
676,708,710,0,1,0,16
677,709,708,0,1,0,16
678,710,609,0,1,0,16
679,492,493,0,2,0,0
680,435,436,0,4,0,0
681,453,454,0,4,0,0
682,474,475,0,4,0,0
683,547,550,0,2,0,0
684,553,557,0,2,0,0
685,566,568,0,2,0,0
686,711,712,6,2,2,0
687,712,34716,6,2,2,0
688,713,714,6,2,2,0
689,714,715,6,2,2,0
690,715,716,6,1,1,0
691,716,717,6,1,1,0
692,717,34957,6,1,1,0
693,720,721,0,1,0,0
694,721,722,0,1,0,0
695,722,723,0,1,0,0
696,723,724,0,1,0,0
697,725,726,0,1,0,0
698,726,727,0,1,0,0
699,719,720,0,1,0,16
700,728,729,0,1,1,0
701,729,730,0,1,1,0
702,730,731,0,1,1,0
703,731,732,0,1,1,0
704,732,733,0,1,1,0
705,733,734,0,1,1,0
706,734,735,0,1,1,0
707,735,736,0,1,1,0
708,736,737,0,1,1,0
709,737,738,0,1,1,0
710,738,739,0,1,1,0
711,739,740,0,1,1,0
712,740,741,0,1,1,0
713,742,743,6,2,2,0
714,743,70933,6,2,2,0
715,744,745,6,2,2,0
716,745,746,6,2,2,0
717,746,747,6,2,2,0
718,747,711,6,2,2,0
719,741,742,0,1,1,0
720,748,749,5,2,2,0
721,749,69510,5,2,2,0
722,750,751,5,2,2,0
723,751,15898,5,2,2,0
724,752,753,5,2,2,0
725,753,754,5,2,2,0
726,754,755,5,2,2,0
727,755,71952,5,2,2,0
728,15892,757,0,1,0,0
729,15893,758,0,1,0,0
730,15895,759,0,1,0,0
731,45114,761,0,1,0,0
732,764,46851,5,2,1,0
733,765,15877,5,2,2,0
734,766,15878,5,2,2,0
735,767,15880,4,2,2,0
736,768,769,4,2,2,0
737,769,770,4,2,2,0
738,763,764,5,2,1,0
739,771,772,7,2,2,0
740,772,773,6,2,2,0
741,773,774,6,2,2,0
742,774,775,6,2,2,0
743,775,776,6,2,2,0
744,776,777,6,2,2,0
745,777,778,6,2,1,0
746,778,779,6,2,1,0
747,779,711,6,2,1,0
748,780,781,4,1,1,0
749,781,782,4,1,1,0
750,782,783,4,1,1,0
751,783,22692,4,1,1,0
752,784,785,4,1,1,0
753,785,786,4,1,1,0
754,786,43459,4,1,1,0
755,787,788,4,1,1,0
756,771,780,5,1,1,0
757,789,59357,0,1,1,0
758,790,791,0,1,1,0
759,791,792,0,1,1,0
760,792,793,0,1,1,0
761,793,48639,0,1,1,0
762,794,795,0,1,1,0
763,795,796,0,1,0,16
764,796,797,0,1,0,0
765,797,798,0,1,0,0
766,798,799,0,1,0,0
767,799,800,0,1,0,0
768,800,801,0,1,0,0
769,801,802,0,1,0,0
770,802,803,0,2,0,0
771,803,804,0,2,0,0
772,804,805,0,2,0,0
773,805,806,0,2,0,0
774,806,807,0,2,0,0
775,807,808,0,2,0,0
776,808,809,0,2,0,0
777,810,811,0,1,0,0
778,811,812,0,1,0,0
779,812,813,0,1,0,0
780,813,814,0,1,0,0
781,814,815,0,1,0,0
782,815,816,0,1,0,0
783,816,817,0,1,0,0
784,817,31807,0,1,0,0
785,818,819,0,1,0,0
786,819,820,0,1,0,0
787,820,821,0,1,0,0
788,821,822,0,1,0,0
789,822,823,0,1,0,0
790,825,35349,0,1,1,0
791,824,825,0,1,1,0
792,826,827,5,2,1,0
793,827,828,5,2,1,0
794,828,829,5,2,1,0
795,830,831,5,2,2,0
796,831,832,5,2,2,0
797,832,833,5,2,2,0
798,833,69843,5,2,1,0
799,834,15830,5,2,1,0
800,835,836,5,2,1,0
801,836,837,5,2,1,0
802,770,15881,4,2,2,0
803,841,842,0,2,0,0
804,842,843,0,2,0,0
805,843,844,0,2,0,0
806,844,845,0,2,0,0
807,845,846,0,2,0,0
808,846,847,0,2,0,0
809,847,41597,0,2,0,0
810,848,68882,0,2,0,0
811,849,850,0,2,0,0
812,850,851,0,2,0,0
813,851,852,0,2,0,0
814,852,853,0,2,0,0
815,853,854,0,2,0,0
816,854,41596,0,2,0,0
817,839,61907,0,2,0,0
818,856,857,0,2,0,0
819,858,859,0,2,0,0
820,859,860,0,2,0,0
821,860,861,0,2,0,0
822,861,41595,0,2,0,0
823,862,863,0,2,0,0
824,863,864,0,2,0,0
825,864,865,0,2,0,0
826,865,866,0,2,0,0
827,855,856,0,2,0,0
828,868,869,0,2,0,0
829,869,870,0,2,0,0
830,871,40593,0,2,0,0
831,872,873,0,2,0,0
832,870,874,0,2,0,0
833,874,871,0,2,0,0
834,873,875,0,2,0,0
835,866,867,0,2,0,0
836,867,41598,0,2,0,0
837,876,868,0,2,0,0
838,877,878,4,2,2,0
839,878,15837,4,2,2,0
840,879,15836,4,2,2,0
841,880,20712,4,2,2,0
842,881,20711,4,1,2,0
843,882,20710,4,1,2,0
844,829,884,5,2,1,0
845,883,884,4,1,2,0
846,830,877,4,2,2,0
847,885,886,0,0,3,0
848,886,887,0,0,3,0
849,887,888,0,0,2,0
850,888,889,0,0,2,0
851,889,890,0,0,2,0
852,890,891,0,0,2,0
853,891,892,0,0,2,0
854,892,893,0,0,2,0
855,893,894,0,0,2,0
856,894,895,0,0,2,0
857,20701,60751,0,1,0,0
858,20699,897,0,1,0,16
859,20700,898,0,2,0,0
860,900,899,0,2,0,16
861,900,901,4,2,2,0
862,901,902,4,1,2,0
863,902,903,4,1,2,0
864,903,15831,4,1,2,0
865,904,905,4,2,2,0
866,905,906,4,2,2,0
867,906,830,4,2,2,0
868,884,885,0,0,3,0
869,896,895,0,1,0,16
870,907,74405,0,2,0,0
871,908,74406,0,2,0,0
872,909,74395,0,2,0,0
873,910,911,0,2,0,16
874,911,912,0,2,0,16
875,912,74388,0,2,0,0
876,913,20652,0,2,0,0
877,900,907,0,2,0,16
878,916,917,0,2,2,0
879,917,918,0,2,2,0
880,918,60942,0,2,2,0
881,919,60941,0,2,2,0
882,920,60943,0,2,2,0
883,921,922,0,2,2,0
884,922,923,0,2,2,0
885,923,924,0,2,2,0
886,924,925,0,2,2,0
887,925,926,0,2,2,0
888,926,927,0,2,2,0
889,928,929,0,2,2,0
890,930,929,0,2,0,16
891,37105,930,0,2,0,0
892,934,935,0,1,2,0
893,935,936,0,1,2,0
894,936,937,0,1,2,0
895,937,938,0,1,2,0
896,938,939,0,1,2,0
897,939,940,0,1,2,0
898,940,42584,0,1,2,0
899,941,942,0,1,2,0
900,942,943,0,1,2,0
901,943,944,0,1,2,0
902,944,36796,0,1,2,0
903,945,946,0,1,2,0
904,946,947,0,1,2,0
905,948,949,0,2,2,0
906,949,62974,0,2,2,0
907,950,42759,0,2,2,0
908,915,934,0,1,2,0
909,952,953,0,2,2,0
910,953,954,0,2,2,0
911,954,955,0,2,2,0
912,951,42760,0,2,2,0
913,956,957,0,2,2,0
914,955,956,0,2,2,0
915,959,958,0,2,0,0
916,960,959,0,2,0,0
917,961,960,0,2,0,0
918,962,35350,0,2,0,0
919,963,962,0,2,0,0
920,957,963,0,2,0,16
921,958,742,0,2,0,16
922,965,966,0,1,1,0
923,967,968,0,2,2,0
924,968,969,0,2,2,0
925,969,970,0,2,2,0
926,970,971,0,2,2,0
927,971,972,0,2,2,0
928,972,973,0,2,2,0
929,973,974,0,2,2,0
930,974,975,0,2,2,0
931,975,976,0,2,2,0
932,977,978,0,1,0,0
933,978,979,0,1,0,0
934,979,980,0,1,0,0
935,980,42587,0,1,0,0
936,981,35913,0,1,0,0
937,982,35921,0,1,0,0
938,983,966,0,1,0,16
939,976,977,0,1,0,16
940,984,985,0,2,0,1
941,985,986,0,2,0,1
942,986,987,0,2,0,1
943,987,36332,0,2,0,1
944,988,989,0,2,0,17
945,989,990,0,2,2,16
946,991,992,0,2,0,0
947,992,993,0,2,0,16
948,993,994,0,2,2,0
949,994,995,0,2,2,0
950,995,996,0,2,2,0
951,996,997,0,2,2,0
952,997,998,0,2,2,0
953,998,999,0,2,2,0
954,999,1000,0,2,2,0
955,1000,1001,0,2,2,0
956,1001,1002,0,2,2,0
957,1002,1003,0,2,2,0
958,1003,1004,0,2,2,0
959,1005,1006,0,2,0,0
960,1006,991,0,2,0,0
961,927,928,0,2,2,0
962,824,728,0,1,1,0
963,1007,1008,0,2,2,0
964,1008,55787,0,2,2,0
965,1009,55790,0,2,2,0
966,1010,1004,0,2,2,0
967,748,1007,0,2,2,0
968,1012,1011,0,2,0,0
969,1013,1012,0,2,0,0
970,1014,1013,0,2,0,0
971,1015,1014,0,2,0,0
972,1016,1015,0,2,0,0
973,1018,1017,0,2,0,0
974,1019,1018,0,2,0,0
975,1020,1019,0,2,0,0
976,22904,1020,0,2,0,0
977,1022,1021,0,2,0,0
978,1023,1022,0,1,0,0
979,1025,1026,0,1,1,0
980,1026,1027,0,1,1,0
981,1027,1028,0,1,1,0
982,1028,29378,0,1,1,0
983,1029,68386,0,1,1,0
984,1030,68388,0,1,1,0
