node_id,x,y,z,is_enabled,is_water,unused,speed,type,density,street_name_hash,is_highway_or_interior,no_gps,is_tunnel,unused2,cannot_go_left,left_turn_only,off_road,cannot_go_right,no_big_vehicles,indicate_keep_left,indicate_keep_right,slip_lane
16,1426.211,-1922.17,68.69824,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1429.648,-1910.327,69.63092,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1432.291,-1898.313,70.28844,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1434.242,-1886.203,70.68231,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
20,1434.998,-1880.023,70.78375,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1435.967,-1867.676,70.76482,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
22,1436.065,-1855.397,70.41007,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1435.528,-1843.192,69.80471,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
24,1426.51,-1831.876,68.99361,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1425.674,-1825.385,68.60596,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1423.944,-1814.103,67.93789,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
27,1421.94,-1801.958,67.15679,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
28,1419.241,-1789.521,66.27087,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
29,1414.408,-1771.604,64.96989,0,0,0,1,0,0.5333334,2142106034,0,0,0,0,1,0,0,0,0,0,0,0
30,1412.011,-1761.53,64.91703,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1416.386,-1746.52,64.91786,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
32,1413.519,-1734.755,64.93273,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1410.315,-1723.049,64.95649,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1406.525,-1711.356,64.58403,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1402.013,-1699.991,63.43942,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
36,1396.636,-1689.122,61.70509,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1391.159,-1678.386,59.58838,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
38,1384.99,-1668.078,57.35612,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1378.431,-1658.034,55.17995,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1371.554,-1648.195,53.27582,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1364.509,-1638.427,51.93503,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1353.271,-1623.843,51.39371,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,1,0,0,0,0,0,0,0
43,1334.666,-1613.052,51.51627,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1323.168,-1598.577,51.41324,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,1,0,0,0,0,0,0,0
45,1313.922,-1586.345,51.22486,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
46,1307.201,-1576.169,50.6378,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
47,1301.22,-1565.51,49.60238,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
48,1295.731,-1554.811,48.19392,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1291.0,-1543.712,46.4276,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
50,1286.813,-1532.538,44.48107,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1282.764,-1521.045,42.35794,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1279.128,-1509.845,40.34552,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1275.726,-1498.14,38.3959,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1272.216,-1486.801,36.73275,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
55,1268.433,-1475.189,35.38251,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
56,1264.617,-1463.893,34.50259,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
57,1260.563,-1452.695,34.17033,0,0,0,1,0,0.3333333,2142106034,0,0,0,0,0,0,0,0,0,0,0,0
58,1322.576,-1625.132,51.2024,0,0,0,1,0,0.3333333,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
59,1309.356,-1635.041,51.09526,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1299.679,-1642.138,50.40063,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1289.866,-1649.044,49.32595,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1279.92,-1655.757,47.94864,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1269.844,-1662.274,46.33462,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1259.642,-1668.593,44.57329,0,0,0,1,0,0.3333333,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
65,1249.319,-1674.71,42.71906,0,0,0,1,0,0.3333333,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
66,1238.878,-1680.625,40.88053,0,0,0,1,0,0.3333333,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
67,1228.323,-1686.334,39.028,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1215.474,-1687.288,37.47787,0,0,0,1,0,0.3333333,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
69,1203.909,-1690.765,35.97544,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1193.073,-1695.553,34.92395,0,0,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1182.112,-1700.25,34.39388,0,0,0,1,0,0.3333333,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
72,1172.942,-1708.934,34.26929,0,0,0,1,0,0.4,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
73,1161.886,-1713.321,34.52737,0,0,0,1,0,0.4,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
74,1150.601,-1717.622,34.71154,0,0,0,1,0,0.4,1264277927,0,0,0,0,0,0,0,0,0,0,0,0
75,1139.644,-1722.006,34.71155,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1146.47,-1741.304,34.71123,0,0,0,1,0,0.8,702752937,0,0,0,0,0,0,0,0,0,0,0,0
77,1148.532,-1747.028,34.83762,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1152.637,-1758.305,35.08978,0,0,0,1,0,0.4,702752937,0,0,0,0,0,0,0,0,0,0,0,0
79,1156.741,-1769.581,35.34193,0,0,0,1,0,0.4,702752937,0,0,0,0,0,0,0,0,0,0,0,0
80,1160.845,-1780.857,35.59409,0,0,0,1,0,0.4,702752937,0,0,0,0,0,0,0,0,0,0,0,0
81,1164.949,-1792.134,35.84625,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1169.054,-1803.41,36.09842,0,0,0,1,0,0.4,702752937,0,0,0,0,0,0,0,0,0,0,0,0
83,1177.125,-1825.587,36.35657,0,0,0,1,15,0.4,702752937,0,0,0,0,0,0,0,0,0,0,0,0
84,1181.366,-1837.239,36.35882,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1173.09,-1814.499,36.27497,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1192.643,-1833.135,36.35159,0,0,0,1,15,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
87,1205.312,-1828.556,36.92256,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1214.211,-1825.335,37.35954,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1221.026,-1822.857,37.72269,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1227.445,-1820.51,38.10151,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
91,1235.155,-1817.68,38.72331,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
92,1244.177,-1814.333,39.37259,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1253.308,-1810.914,39.99872,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
94,1262.633,-1807.419,40.75544,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1272.24,-1803.847,41.7688,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1282.501,-1800.189,43.26102,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1292.795,-1796.362,45.4777,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1303.765,-1792.393,48.27638,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1315.005,-1788.374,51.27678,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1326.395,-1784.394,54.20424,0,0,0,1,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1337.811,-1780.54,56.71758,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
102,1355.354,-1777.846,59.51229,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
103,1366.641,-1774.653,61.38355,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
104,1377.827,-1771.336,63.42469,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
105,1386.526,-1768.603,64.63922,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,0,0,0,0,0,0,0,0
106,1394.919,-1766.182,64.84998,0,0,0,1,0,0.2666667,2552845347,0,0,0,0,1,0,0,0,0,0,0,0
107,1185.471,-1848.515,36.14608,0,0,0,1,15,0.4,776581733,0,0,0,0,0,0,0,0,0,0,0,0
108,1189.675,-1859.801,36.00629,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1194.44,-1870.984,35.84475,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1217.118,-1927.849,37.11514,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1212.652,-1916.589,36.35178,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1203.546,-1893.786,35.58831,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1198.993,-1882.385,35.68866,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1208.099,-1905.188,35.86679,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1222.661,-1938.886,38.21159,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0
116,1226.934,-1950.496,39.51877,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1230.137,-1962.302,40.57944,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1232.088,-1970.759,41.20392,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1242.289,-2054.231,43.35324,0,0,0,1,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1234.579,-2002.547,42.8078,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
121,1240.012,-2016.407,43.15102,0,0,0,1,0,0.4,776581733,1,0,0,0,0,0,0,0,0,0,0,0
122,1245.756,-2033.286,43.35766,0,0,0,1,0,0.4,776581733,1,0,0,0,0,0,0,0,0,0,0,0
123,1233.333,-1986.653,42.14267,0,0,0,1,0,0.4,776581733,0,0,0,0,0,0,0,0,0,0,0,0
124,1252.666,-1430.915,34.10094,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
125,816.4948,-1345.425,38.91145,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
126,804.4745,-1345.901,38.90306,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
127,792.5137,-1346.375,38.8912,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
128,780.4932,-1346.85,38.88564,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
129,768.5325,-1347.324,38.89504,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
130,756.512,-1347.8,38.91635,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
131,744.6335,-1347.938,38.91899,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
132,733.097,-1345.77,38.89541,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
133,722.3844,-1341.114,38.9248,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
134,712.9266,-1334.157,39.38624,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
135,705.2905,-1325.316,39.78151,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
136,699.7847,-1314.948,40.18091,0,0,0,1,0,0.5333334,0,0,0,0,0,0,0,0,0,0,0,0,0
137,696.738,-1303.671,40.59354,0,0,0,1,0,0.5333334,0,1,0,0,0,0,0,0,0,0,0,0,0
138,695.9815,-1292.903,41.08691,0,0,0,1,0,0.5333334,0,1,0,0,0,0,0,0,0,0,0,0,0
139,695.91,-1282.7,41.6069,0,0,0,1,0,0.5333334,0,1,0,0,0,0,0,0,0,0,0,0,0
140,698.0776,-1271.163,42.28113,0,0,0,1,0,0.5333334,0,1,0,0,0,0,0,0,0,0,0,0,0
141,888.6804,-1215.953,42.44648,0,0,0,2,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
142,786.4837,-1219.712,44.49448,0,0,0,2,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
143,964.6622,-1230.247,41.34029,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
144,975.6492,-1235.135,41.28346,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
145,985.6132,-1242.062,41.30805,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
146,994.85,-1249.84,41.37456,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
147,1003.372,-1258.479,41.3882,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
148,1009.443,-1267.614,41.10746,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
149,1016.083,-1279.363,40.26383,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
150,1037.42,-1338.75,34.29372,0,0,0,1,0,0.5333334,776581733,1,0,0,0,0,0,0,0,0,0,0,0
151,1037.961,-1348.995,32.96004,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
152,1038.397,-1358.999,31.74001,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
153,1038.729,-1369.03,30.69887,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
154,1038.962,-1379.222,29.85881,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
155,1039.11,-1389.843,29.20115,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
156,1039.198,-1401.026,28.75126,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
157,1039.271,-1412.936,28.55994,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
158,1039.218,-1425.174,28.40514,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
159,1039.532,-1437.196,28.21074,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
160,1040.262,-1449.184,28.01634,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
161,1041.251,-1461.197,27.79638,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
162,1042.33,-1473.185,27.46265,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
163,1043.34,-1485.19,27.25972,0,0,0,1,0,0.8,776581733,1,0,0,0,0,0,0,0,0,0,0,0
164,1057.185,-1547.291,26.90955,0,0,0,1,0,0.8,776581733,1,0,0,0,0,0,0,0,0,0,0,0
165,1055.457,-1565.935,27.33825,0,0,0,1,0,0.8,776581733,1,0,0,0,0,0,0,0,0,0,0,0
166,1057.256,-1584.424,27.79699,0,0,0,1,0,0.8,776581733,1,0,0,0,0,0,0,0,0,0,0,0
167,1059.181,-1603.113,28.14705,0,0,0,1,0,0.8,776581733,1,0,0,0,0,0,0,0,0,0,0,0
168,1061.988,-1621.167,28.22731,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
169,1065.467,-1639.708,28.42116,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
170,1069.339,-1657.748,28.42117,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
171,1073.729,-1675.86,28.42131,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
172,1078.786,-1693.714,28.42131,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
173,1084.669,-1711.379,28.42096,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
174,1090.624,-1728.866,28.28736,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
175,1096.276,-1745.895,28.2877,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
176,1102.224,-1762.828,28.28778,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
177,1108.592,-1779.69,28.28737,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
178,1114.687,-1796.759,28.28736,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
179,1120.622,-1813.824,28.28753,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
180,1126.762,-1830.544,28.30658,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
181,1133.387,-1847.159,28.70673,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
182,1140.624,-1863.977,29.5794,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
183,1148.558,-1880.946,30.85382,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
184,1156.61,-1897.509,32.38408,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
185,1165.518,-1913.955,34.11578,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
186,1174.304,-1930.385,35.93019,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
187,1183.022,-1946.602,37.84572,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
188,1191.055,-1962.491,39.49978,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
189,1199.626,-1979.808,41.07199,0,0,0,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
190,1207.646,-1996.368,42.2704,0,0,0,1,0,0.8,776581733,1,0,0,0,0,0,0,0,0,0,0,0
191,1214.756,-2013.129,43.05868,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
192,1221.172,-2030.097,43.31176,0,0,0,1,0,0.4,776581733,1,0,0,0,0,0,0,0,0,0,0,0
193,1225.792,-2040.881,43.35895,0,0,0,1,0,0.4,776581733,1,0,0,0,0,1,0,0,0,0,0,0
194,948.3651,-1224.453,41.39111,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0
195,-240.7622,-1229.032,36.33223,0,0,0,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
196,-228.7539,-1229.033,36.29253,0,0,0,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
197,-216.7307,-1229.033,36.29253,0,0,0,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
198,-204.7539,-1229.033,36.29253,0,0,0,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
199,-192.7307,-1229.033,36.29247,0,0,0,2,0,0.4,3866397152,1,0,0,0,0,0,0,0,0,0,0,0
200,-180.9005,-1228.433,36.29253,0,0,0,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
201,-168.8793,-1228.433,36.29253,0,0,0,2,0,0.4,3866397152,1,0,0,0,0,0,0,0,0,0,0,0
202,-126.7615,-1235.032,36.29253,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
203,-114.7404,-1235.032,36.29253,0,0,0,3,0,0.6666667,3866397152,1,0,0,0,0,0,0,0,0,0,0,0
204,-102.7611,-1235.032,36.29253,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
205,-90.73999,-1235.032,36.29253,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
206,-78.76016,-1235.032,36.29264,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
207,-66.73849,-1235.032,36.27996,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
208,-54.75946,-1235.032,36.26762,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
209,-42.73828,-1235.032,36.26764,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
210,-30.75952,-1235.032,36.26766,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
211,-18.73828,-1235.032,36.26769,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
212,-6.759521,-1235.032,36.26771,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
213,5.261658,-1235.032,36.26772,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
214,17.2406,-1234.991,36.26849,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
215,29.2641,-1234.675,36.27393,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
216,41.24756,-1234.093,36.26457,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
217,53.27466,-1233.291,36.26612,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
218,65.26062,-1232.323,36.24271,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
219,77.28998,-1231.234,36.27285,0,0,0,3,0,0.6666667,0,1,0,0,0,0,0,0,0,0,0,0,0
220,-156.9057,-1228.432,36.29253,0,0,0,2,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
221,-144.911,-1228.432,36.29253,0,0,0,2,0,0.4,3866397152,1,0,0,0,0,0,0,0,0,0,0,0
222,641.5743,-1243.803,40.86213,0,0,0,1,0,0.4666667,422479126,1,0,0,0,0,0,0,0,0,0,0,0
223,652.1213,-1246.382,41.10178,0,0,0,1,0,0.4666667,0,1,0,0,0,0,0,0,0,0,0,0,0
224,968.1328,-1211.296,41.88627,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
225,979.9415,-1208.513,42.32851,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
226,919.9276,-1214.69,41.54355,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
227,931.3026,-1214.11,41.54301,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
228,943.8046,-1213.566,41.48728,0,0,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
